0.09644,0.9883,0.703,0.979,0.846996,0.9487,0.2676,0.7173
0.5815,0.3333,0.6064,0.286,0.55,0.7314,0.4045,0.638700
0.7783,0.666,0.9785,0.773,0.000000,0.32,0.3535,0.662000
0.844639,0.9473,0.5522,0.998,0.2013,0.8857,0.0723,0.693
0.4277,0.09204,0.4119,0.231315,0.2452,0.1989,0.8784,0.556
0.3281,0.5444,0.909,0.773,0.1074,0.4546,0.001777,0.3535
0.874,0.678,0.3865,0.785,0.8,0.949061,0.04114,0.864
0.000000,0.776,0.04745,0.859,0.8384,0.7456,0.151,0.1382
0.522,0.8965,0.935,0.7554,0.638,0.469450,0.1063,0.1555
0.2183,0.1326,0.292200,0.679,0.758,0.3103,0.759,0.5815
0.2421,0.6753,0.763000,0.822,0.1467,0.4255,0.3171,0.3882
0.002395,0.312301,0.4248,0.4553,0.871,0.7993,0.82,0.513
0.6836,0.00849,0.852,0.6816,0.508300,0.8423,0.8438,0.3567
